97.76098	-0.01938
98.09842	-0.01919
98.42518	-0.01893
98.77687	-0.01885
99.10767	-0.01875
99.46373	-0.01835
99.78385	-0.01797
100.15512	-0.01771
100.51150	-0.01719
100.81414	-0.01707
101.17311	-0.01689
101.51007	-0.01644
101.83229	-0.01619
102.18705	-0.01608
102.52547	-0.01575
102.87375	-0.01549
103.22430	-0.01534
103.57566	-0.01487
103.91003	-0.01464
104.23712	-0.01463
104.56938	-0.01421
104.94324	-0.01415
105.25931	-0.01402
105.61585	-0.01370
105.98307	-0.01354
106.30886	-0.01346
106.65585	-0.01341
106.99475	-0.01321
107.32847	-0.01308
107.67482	-0.01283
108.02893	-0.01295
108.35310	-0.01257
108.72162	-0.01234
109.05857	-0.01210
109.40880	-0.01208
109.70125	-0.01199
110.05860	-0.01199
110.40964	-0.01192
110.72749	-0.01179
111.10896	-0.01155
111.43459	-0.01136
111.75584	-0.01122
112.10639	-0.01118
112.44983	-0.01118
112.78354	-0.01122
113.13054	-0.01119
113.46393	-0.01102
113.84378	-0.01076
114.15290	-0.01072
114.48937	-0.01054
114.83943	-0.01044
115.18901	-0.01044
115.51739	-0.01046
115.85370	-0.01042
116.19503	-0.01059
116.54477	-0.01022
116.86829	-0.01003
117.22629	-0.01003
117.56066	-0.00993
117.88386	-0.00997
118.20819	-0.00968
118.54531	-0.00987
118.89424	-0.00956
119.23703	-0.00933
119.59081	-0.00944
119.91369	-0.00945
120.27363	-0.00939
120.60832	-0.00922
120.94479	-0.00901
121.27964	-0.00903
121.60284	-0.00885
121.95048	-0.00880
122.29731	-0.00862
122.64430	-0.00862
122.96750	-0.00852
123.29086	-0.00855
123.62491	-0.00859
123.96559	-0.00872
124.29785	-0.00847
124.65601	-0.00839
124.99458	-0.00820
125.30937	-0.00807
125.67254	-0.00808
125.98587	-0.00800
126.33157	-0.00811
126.67678	-0.00792
127.01131	-0.00810
127.35312	-0.00811
127.70901	-0.00818
128.03253	-0.00797
128.37564	-0.00786
128.69900	-0.00784
129.05813	-0.00756
129.41192	-0.00771
129.73739	-0.00776
130.06722	-0.00766
130.40677	-0.00748
130.73984	-0.00760
131.08279	-0.00751
131.43560	-0.00738
131.78340	-0.00740
132.11049	-0.00726
132.43935	-0.00729
132.77809	-0.00716
133.12476	-0.00708
133.44488	-0.00721
133.78702	-0.00704
134.13093	-0.00687
134.45527	-0.00683
134.80485	-0.00658
135.13468	-0.00670
135.45918	-0.00639
135.80649	-0.00625
136.13601	-0.00618
136.50096	-0.00605
136.82805	-0.00589
137.15659	-0.00577
137.52284	-0.00560
137.84830	-0.00558
138.18591	-0.00534
138.51202	-0.00522
138.86031	-0.00489
139.19257	-0.00513
139.50622	-0.00490
139.86891	-0.00490
140.19891	-0.00460
140.54105	-0.00427
140.87800	-0.00436
141.21253	-0.00416
141.55515	-0.00393
141.90910	-0.00369
142.23376	-0.00353
142.56538	-0.00320
142.93082	-0.00304
143.23524	-0.00275
143.57673	-0.00251
