265000.000000	1.208216	1.752098
265500.000000	1.192628	1.748666
266000.000000	1.152776	1.757094
266500.000000	1.102964	1.732379
267000.000000	1.159481	1.733042
267500.000000	1.159597	1.745124
268000.000000	1.210304	1.780474
268500.000000	1.217685	1.796282
269000.000000	1.095602	1.810873
269500.000000	1.232786	1.792765
270000.000000	1.170508	1.773534
270500.000000	1.209218	1.777097
271000.000000	1.195075	1.789216
271500.000000	1.181881	1.739377
272000.000000	1.106338	1.716664
272500.000000	1.144432	1.743439
273000.000000	1.229564	1.784434
273500.000000	1.163185	1.785897
274000.000000	1.097120	1.744530
274500.000000	1.131483	1.717307
275000.000000	1.073041	1.706653
275500.000000	1.104619	1.782763
276000.000000	1.126159	1.790257
276500.000000	0.682152	1.777860
277000.000000	-0.211024	1.791125
277500.000000	-0.966518	1.714235
278000.000000	-1.538320	1.696515
278500.000000	-2.133811	1.711326
279000.000000	-2.541256	1.731245
279500.000000	-2.889282	1.763755
280000.000000	-3.221506	1.787899
280500.000000	-3.719718	1.796939
281000.000000	-3.779535	1.809862
281500.000000	-4.016810	1.798430
282000.000000	-3.961428	1.827500
282500.000000	-3.966322	1.780781
283000.000000	-3.513458	1.768832
283500.000000	-3.236820	1.771412
284000.000000	-2.562260	1.769511
284500.000000	-2.635831	1.778684
285000.000000	-2.404260	1.828284
285500.000000	-1.906757	1.819988
286000.000000	-1.403405	1.808990
286500.000000	-1.026394	1.802277
287000.000000	-0.743460	1.808527
287500.000000	-0.699133	1.837706
288000.000000	-0.418421	1.818565
288500.000000	-0.297111	1.754622
289000.000000	0.042148	1.735141
289500.000000	0.217318	1.788426
290000.000000	0.393055	1.819887
290500.000000	0.507552	1.830519
291000.000000	0.549747	1.914699
291500.000000	0.486779	1.841423
292000.000000	0.691909	1.817777
292500.000000	0.875685	1.859149
293000.000000	0.908874	1.823939
293500.000000	0.890516	1.839895
294000.000000	1.009451	1.847689
294500.000000	1.102641	1.897710
295000.000000	0.974252	1.901932
295500.000000	1.152587	1.921875
296000.000000	1.127136	1.948987
296500.000000	1.085640	1.917729
297000.000000	1.125674	1.894242
297500.000000	1.084343	1.885015
298000.000000	0.997089	1.867352
298500.000000	1.075499	1.876988
299000.000000	1.107714	1.902905
299500.000000	1.262183	1.947987
300000.000000	1.345402	1.928214
300500.000000	1.343369	1.931563
301000.000000	1.263875	1.938039
301500.000000	1.275889	1.935493
302000.000000	1.246198	1.984698
302500.000000	1.353182	2.002276
303000.000000	1.296138	1.978976
303500.000000	1.261467	1.934424
304000.000000	1.339969	1.924464
304500.000000	1.321334	1.976249
305000.000000	1.347541	1.934025
305500.000000	1.389873	1.927288
306000.000000	1.292717	1.925325
306500.000000	1.415874	1.938780
307000.000000	1.265007	1.889442
307500.000000	1.382014	1.896500
308000.000000	1.389640	1.906915
308500.000000	1.431262	1.946424
309000.000000	1.424490	1.970849
309500.000000	1.432749	1.953789
310000.000000	1.363342	1.934126
310500.000000	1.449912	1.939733
311000.000000	1.495058	1.981309
311500.000000	1.469997	1.967485
312000.000000	1.509985	1.964148
312500.000000	1.351239	1.969248
313000.000000	1.300953	1.897612
313500.000000	1.335750	1.889457
314000.000000	1.419081	1.954498
314500.000000	1.404743	1.901923
315000.000000	1.438174	1.950130
315500.000000	1.448034	1.963196
316000.000000	1.443900	1.876560
316500.000000	1.320169	1.873380
317000.000000	1.333313	1.891517
317500.000000	1.413204	1.871082
318000.000000	1.452417	1.933787
318500.000000	1.510951	1.942110
319000.000000	1.429685	1.928673
319500.000000	1.421078	1.969288
320000.000000	1.393074	1.911595
320500.000000	1.354395	1.875900
321000.000000	1.343471	1.829449
321500.000000	1.352153	1.854168
322000.000000	1.385619	1.855495
322500.000000	1.421474	1.890486
323000.000000	1.414582	1.869832
323500.000000	1.515043	1.900515
324000.000000	1.542645	2.012770
324500.000000	1.500598	2.019186
325000.000000	1.514496	1.959283
324500.000000	1.486389	1.975625
324000.000000	1.414961	1.947103
323500.000000	1.487361	1.912993
323000.000000	1.438899	1.908417
322500.000000	1.449353	1.907864
322000.000000	1.439105	1.883053
321500.000000	1.487724	1.922272
321000.000000	1.468640	1.954356
320500.000000	1.438537	1.944277
320000.000000	1.412220	1.965555
319500.000000	1.386107	1.884613
319000.000000	1.473412	1.947575
318500.000000	1.456361	1.969212
318000.000000	1.469435	1.920621
317500.000000	1.465090	1.947966
317000.000000	1.491827	1.957402
316500.000000	1.408078	1.936191
316000.000000	1.459914	1.946523
315500.000000	1.490712	1.977621
315000.000000	1.416998	2.002373
314500.000000	1.441933	1.964886
314000.000000	1.407956	1.899315
313500.000000	1.378188	1.904305
313000.000000	1.406348	1.866178
312500.000000	1.442296	1.899521
312000.000000	1.374119	1.871919
311500.000000	1.321796	1.832171
311000.000000	1.298477	1.850743
310500.000000	1.400268	1.880030
310000.000000	1.327384	1.835398
309500.000000	1.248741	1.842470
309000.000000	1.341049	1.895854
308500.000000	1.359589	1.920055
308000.000000	1.328146	1.930884
307500.000000	1.304719	1.966486
307000.000000	1.301057	1.894314
306500.000000	1.362293	1.889010
306000.000000	1.341392	1.874681
305500.000000	1.307189	1.890264
305000.000000	1.210880	1.815253
304500.000000	1.234704	1.850075
304000.000000	1.279039	1.903652
303500.000000	1.258033	1.925531
303000.000000	1.221442	1.869663
302500.000000	1.205091	1.862440
302000.000000	1.166012	1.881503
301500.000000	1.136555	1.877180
301000.000000	1.271009	1.899739
300500.000000	1.192816	1.865136
300000.000000	1.241437	1.872050
299500.000000	1.218612	1.897008
299000.000000	1.192066	1.901074
298500.000000	1.208353	1.899192
298000.000000	1.146322	1.906994
297500.000000	1.128459	1.911557
297000.000000	1.160943	1.906060
296500.000000	1.090768	1.837164
296000.000000	1.077331	1.861309
295500.000000	1.114556	1.881329
295000.000000	1.084871	1.887994
294500.000000	0.980362	1.864939
294000.000000	0.853739	1.834615
293500.000000	0.839655	1.836545
293000.000000	0.802133	1.868897
292500.000000	0.856486	1.867445
292000.000000	0.939653	1.897109
291500.000000	0.865787	1.869755
291000.000000	0.816539	1.874062
290500.000000	0.570525	1.857851
290000.000000	0.407851	1.824934
289500.000000	0.544744	1.818115
289000.000000	0.319573	1.818157
288500.000000	0.405223	1.796454
288000.000000	0.175365	1.846871
287500.000000	-0.352012	1.776471
287000.000000	-0.520759	1.797541
286500.000000	-0.470197	1.852036
286000.000000	-0.895689	1.873522
285500.000000	-0.969269	1.898866
285000.000000	-1.745928	1.860756
284500.000000	-2.192460	1.852684
284000.000000	-2.451707	1.888514
283500.000000	-1.398522	1.901959
283000.000000	-1.328487	1.910459
282500.000000	-2.335950	1.918886
282000.000000	-3.060090	1.889560
281500.000000	-4.278132	1.887983
281000.000000	-4.267174	1.853026
280500.000000	-4.945853	1.863396
280000.000000	-4.871472	1.891811
279500.000000	-4.466150	1.821059
279000.000000	-3.837765	1.788316
278500.000000	-3.110705	1.827683
278000.000000	-2.468956	1.846815
277500.000000	-1.578512	1.785286
277000.000000	-0.633167	1.760825
276500.000000	0.077696	1.750026
276000.000000	0.486343	1.710773
275500.000000	0.682204	1.734284
275000.000000	1.075311	1.768906
274500.000000	1.074633	1.746449
274000.000000	1.223990	1.800037
273500.000000	1.253619	1.858477
273000.000000	1.338210	1.926180
272500.000000	1.368141	1.895796
272000.000000	1.325802	1.889177
271500.000000	1.308935	1.908387
271000.000000	1.336189	1.930832
270500.000000	1.195828	1.893478
270000.000000	1.249366	1.895791
269500.000000	1.218770	1.896488
269000.000000	1.278757	1.887302
268500.000000	1.294260	1.837929
268000.000000	1.255686	1.821020
267500.000000	1.272392	1.806427
267000.000000	1.238532	1.831227
266500.000000	1.275734	1.867911
266000.000000	1.247656	1.867394
265500.000000	1.251028	1.874868
265000.000000	1.311906	1.838517
